伝票日付,納期,仕入先コード,仕入先カナ,仕入先名,発注区分,品目コード,品目カナ,品目仕様＊,品目図番＊,数量,単価,金額,機種コード,機種カナ,伝票番号,データ区分
20230207,20230207,62,ｾｲｺｳｼﾔ,㈱精巧社,,34730081,ﾁｭｳﾕﾏｰｸ ﾐｷﾞ ｶﾝｺｸｼﾖｳ,OPK4-81059R,OPK4-81059R,90,14.3,1287,34700.0,OPR-4H(ｷﾖｳﾂｳ), 52490,51
20230207,20230207,62,ｾｲｺｳｼﾔ,㈱精巧社,,4230116,ｿﾄｼｬﾘﾝ ﾏｰｶﾏｰｸ,RXE60-99310,RXE60-99310,30,28.6,858,42300.0,RXEH-6ｸﾄﾞｳﾌﾞ (ｵｶﾔﾏ), 52493,51
20230207,20230207,42,ｷﾖｳﾜｺｳｷﾞﾖｳ,協和工業㈱,,4032214,ﾍｲｺｳｷｮｳﾘｮｸｾｯﾄﾋﾟﾝ,UVJP-SKP10-11,UVJP-SKP10-11,500,72.0,36000,40300.0,RC-20 ｼﾞｮｳﾖｳﾁｮｯﾊﾟｰｹｲﾖｳｷ, 52186,51
20230207,20230207,42,ｷﾖｳﾜｺｳｷﾞﾖｳ,協和工業㈱,,40200333,ﾘﾝｸﾞｽﾌﾟﾘﾝｸﾞ,UVJS-SRS12-00,UVJS-SRS12-00,100,15.0,1500,40200.0,RBR-20(ｷﾖｳﾂｳ), 52183,51
20230207,20230207,42,ｷﾖｳﾜｺｳｷﾞﾖｳ,協和工業㈱,,40200331,ｷｮｳﾘｮｸｾｯﾄﾋﾟﾝ,UVJP-SKP12-00,UVJP-SKP12-00,150,30.0,4500,40200.0,RBR-20(ｷﾖｳﾂｳ), 52182,51
20230207,20230207,42,ｷﾖｳﾜｺｳｷﾞﾖｳ,協和工業㈱,,4032114,ﾕﾆﾊﾞｰｻﾙｼﾞﾖｲﾝﾄ LOT80,UVJ-NC-10-00C-0,UVJ-NC-10-00C-0,240,1158.0,277920,40300.0,RC-20 ｼﾞｮｳﾖｳﾁｮｯﾊﾟｰｹｲﾖｳｷ, 52184,51
20230207,20230207,42,ｷﾖｳﾜｺｳｷﾞﾖｳ,協和工業㈱,,4020033,ﾕﾆﾊﾞｰｻﾙｼﾞﾖｲﾝﾄ(ｺﾞﾑｶﾊﾞｰﾂｷ),UVJ-NC-12-00C-0,UVJ-NC-12-00C-0,100,562.0,56200,40200.0,RBR-20(ｷﾖｳﾂｳ), 52181,51
20230207,20230207,143,ﾏﾙｶ,株式会社マルカ　機材部,,3022311,ﾍﾞﾔﾘﾝｸﾞ BB6201,BB6201,BB6201,420,85.0,35700,30200.0,LTD3F, 52898,51
20230207,20230207,182,ｶｻﾀﾆｽﾌﾟﾘﾝｸﾞ,株式会社笠谷スプリング工場,,4302070,ｸﾗｯﾁｽﾌﾟﾘﾝｸﾞ(100ｲﾘ),RXG8-25304+A,RXG8-25304+A,128,19.8,2535,43000.0,RXA-8(ｷﾖｳﾂｳ), 53348,51
20230207,20230207,182,ｶｻﾀﾆｽﾌﾟﾘﾝｸﾞ,株式会社笠谷スプリング工場,,36000191,ﾅｴｳｹﾛｰﾗｰﾊﾞﾈ (H25/10)(100ｲ,OPR400-24305(4),OPR400-24305(4),109,135.0,14715,36000.0,OPRA400ﾅｲﾁ ｸﾄﾞｳ ｳｴﾂｹ ｷｮｳﾂ, 53340,51
20230207,20230207,182,ｶｻﾀﾆｽﾌﾟﾘﾝｸﾞ,株式会社笠谷スプリング工場,,3480202,ｻﾞｶﾞﾈ 1.6X10.5X18 SK5(100,OP4-3811   1.6X10.5X18,OP4-3811,224,20.5,4592,34800.0,OP-4, 53333,51
20230207,20230207,182,ｶｻﾀﾆｽﾌﾟﾘﾝｸﾞ,株式会社笠谷スプリング工場,,3023351,ﾛｯｸ ﾊﾞﾈ(100ｲﾘ),LTP-3338,LTP-3338,104,14.0,1456,30200.0,LTD3F, 53276,51
20230207,20230207,182,ｶｻﾀﾆｽﾌﾟﾘﾝｸﾞ,株式会社笠谷スプリング工場,,3023010,ｻﾞｶﾞﾈ 9.0X15.5X1.0(100ｲﾘ),LT-3326,LT-3326,128,30.0,3840,30200.0,LTD3F, 53264,51
20230207,20230207,182,ｶｻﾀﾆｽﾌﾟﾘﾝｸﾞ,株式会社笠谷スプリング工場,,3023015,ｸﾗｯﾁﾊﾞﾝﾊﾞﾈ ﾎｼﾞｮ,LT-2402-4(1),LT-2402-4(1),20,59.9,1198,30200.0,LTD3F, 53267,51
20230207,20230207,182,ｶｻﾀﾆｽﾌﾟﾘﾝｸﾞ,株式会社笠谷スプリング工場,,3023014,ｸﾗｯﾁﾊﾞﾝﾊﾞﾈ(H14/7),LT-2402-1(2)H14/7,LT-2402-1(2),20,90.9,1818,30200.0,LTD3F, 53266,51
20230207,20230207,511,ｵｵﾓﾘｺｳｻﾞｲﾃﾝ,株式会社大森鋼材店,補用,4212056,ｼｬﾘﾝｹｰｽﾎｷｮｳ,SS400-F T6X19X40L,RXD6-13600-2,4,40.0,160,42100.0,RXD-6 ｳｴﾂｹﾌﾞ ｵｶﾔﾏ, 58583,52
20230207,20230207,511,ｵｵﾓﾘｺｳｻﾞｲﾃﾝ,株式会社大森鋼材店,補用,4212056,ｼｬﾘﾝｹｰｽﾎｷｮｳ,SS400-F T6X19X40L,RXD6-13600-2,4,40.0,160,42100.0,RXD-6 ｳｴﾂｹﾌﾞ ｵｶﾔﾏ, 58582,52
20230207,20230207,513,ｻﾄｳｼｮｳｼﾞ,佐藤商事株式会社,補用,3480055,ﾌｧｲﾅﾙﾎｼﾞｮｼﾞｸｼﾞｮｲﾝﾄ,SCM415 ﾊﾟｲ32X40L,LTRS4-12031-2,3,62.0,186,34800.0,OP-4, 58627,52
20230207,20230207,513,ｻﾄｳｼｮｳｼﾞ,佐藤商事株式会社,補用,4040347,ﾂｰｽｼｭﾂﾘｮｸｷﾞﾔｼﾞｸ,SCM415 ﾊﾟｲ22X172L,KW4-22205-1(1),10,112.0,1120,40400.0,RW40 ｼﾞｮｳﾖｳｽｲﾃﾞﾝｼﾞｮｿｳｷ ﾎﾝ, 58641,52
20230207,20230207,513,ｻﾄｳｼｮｳｼﾞ,佐藤商事株式会社,補用,4040347,ﾂｰｽｼｭﾂﾘｮｸｷﾞﾔｼﾞｸ,SCM415 ﾊﾟｲ22X172L,KW4-22205-1(1),4,112.0,448,40400.0,RW40 ｼﾞｮｳﾖｳｽｲﾃﾞﾝｼﾞｮｿｳｷ ﾎﾝ, 58640,52
20230207,20230207,633,ｻﾝｷﾝ,サンキン株式会社,補用,4215351,ﾖﾋﾞﾅｴｼｼﾞﾊﾟｲﾌﾟ,RXE60-32301-4,RXE60-32301-4,2,493.0,986,42100.0,RXD-6 ｳｴﾂｹﾌﾞ ｵｶﾔﾏ, 59157,52
20230207,20230207,633,ｻﾝｷﾝ,サンキン株式会社,補用,4215351,ﾖﾋﾞﾅｴｼｼﾞﾊﾟｲﾌﾟ,RXE60-32301-4,RXE60-32301-4,2,493.0,986,42100.0,RXD-6 ｳｴﾂｹﾌﾞ ｵｶﾔﾏ, 59156,52
20230207,20230207,525,ﾗﾋﾟｰﾄ,株式会社ラピート,補用,3477544,ﾅｴﾉｾﾀﾞｲﾜｸ(R),VPR2-24602-1-1(2)R,VPR2-24602-1-1(2)R,8,6000.0,48000,34700.0,OPR-4H(ｷﾖｳﾂｳ), 58650,52
20230207,20230207,525,ﾗﾋﾟｰﾄ,株式会社ラピート,補用,3477541,ﾅｴﾉｾﾀﾞｲﾜｸ(L),VPR2-24602-1-1(2)L,VPR2-24602-1-1(2)L,8,6000.0,48000,34700.0,OPR-4H(ｷﾖｳﾂｳ), 58649,52
20230207,20230207,528,ｾｲﾐﾂｽﾌﾟﾘﾝｸﾞ,株式会社精密スプリング製作所,補用,4305178,ｶﾗﾊﾞｺｶﾞｲﾄﾞﾊﾟｲﾌﾟ,RXA8-25201-1(2),RXA8-25201-1(2),50,203.6,10180,43000.0,RXA-8(ｷﾖｳﾂｳ), 58668,52
20230207,20230207,528,ｾｲﾐﾂｽﾌﾟﾘﾝｸﾞ,株式会社精密スプリング製作所,補用,4236007,ｴｷｿﾞｰｽﾄﾊﾟｲﾌﾟCP,RXE61-41134,RXE61-41134,3,3890.0,11670,42300.0,RXEH-6ｸﾄﾞｳﾌﾞ (ｵｶﾔﾏ), 58667,52
20230207,20230207,528,ｾｲﾐﾂｽﾌﾟﾘﾝｸﾞ,株式会社精密スプリング製作所,補用,4305178,ｶﾗﾊﾞｺｶﾞｲﾄﾞﾊﾟｲﾌﾟ,RXA8-25201-1(2),RXA8-25201-1(2),40,203.6,8144,43000.0,RXA-8(ｷﾖｳﾂｳ), 58669,52
20230207,20230207,595,ﾆｯﾃﾂﾌﾞｯｻﾝ,日鉄物産メカニカル鋼管販売株式会社,補用,3925532,ﾓｰﾀｰｼｼﾞﾊﾟｲﾌﾟ,GHE110-1101-4,GHE110-1101-4,2,260.0,520,39200.0,GH-3(ｼｭｳｶｸﾀﾞｲｼｬ), 58946,52
20230207,20230207,595,ﾆｯﾃﾂﾌﾞｯｻﾝ,日鉄物産メカニカル鋼管販売株式会社,補用,3925530,ｿｳｺｳﾌﾚｰﾑﾀﾃ,GHE110-1101-1,GHE110-1101-1,4,633.0,2532,39200.0,GH-3(ｼｭｳｶｸﾀﾞｲｼｬ), 58944,52
20230207,20230207,545,ﾆｼｵｶｺｳｻｸｼﾖ,有限会社西岡工作所,補用,3206064,ｼﾔﾂﾀｰ CP,LSPE4-4003,LSPE4-4003,5,155.0,775,32000.0,LSPE-1 ﾃﾞﾝﾄﾞｳﾎﾟｯﾄﾊｼｭｷｾｯﾄ, 58747,52
20230207,20230207,545,ﾆｼｵｶｺｳｻｸｼﾖ,有限会社西岡工作所,補用,3488076,ﾊﾈﾀﾞｼｼﾞｸ CP,VP2-34003-2CP,VP2-34003-2CP,10,52.0,520,34800.0,OP-4, 58770,52
20230207,20230207,545,ﾆｼｵｶｺｳｻｸｼﾖ,有限会社西岡工作所,補用,3488073,ﾊﾈﾀﾞｼｼﾞｸ CP,VP2-34003-2CP,VP2-34003-2CP,20,52.0,1040,34800.0,OP-4, 58769,52
20230207,20230207,583,ﾋﾞｾﾞﾝｵｰﾄ,株式会社ビゼンオート,補用,1365709,ﾊﾟｲﾌﾟｶﾊﾞｰﾎｼﾞｮ,IDM80-1110,IDM80-1110,80,230.0,18400,13600.0,IDM-8, 58883,52
20230207,20230207,583,ﾋﾞｾﾞﾝｵｰﾄ,株式会社ビゼンオート,補用,1365709,ﾊﾟｲﾌﾟｶﾊﾞｰﾎｼﾞｮ,IDM80-1110,IDM80-1110,40,230.0,9200,13600.0,IDM-8, 58882,52
20230207,20230207,583,ﾋﾞｾﾞﾝｵｰﾄ,株式会社ビゼンオート,補用,3037286,ﾌｯｸ(ﾋﾀﾞﾘ)CP(ﾂﾘ),RX6-32310L+A,RX6-32310L+A,5,364.0,1820,30300.0,LPRH-6, 58893,52
20230207,20230207,595,ﾆｯﾃﾂﾌﾞｯｻﾝ,日鉄物産メカニカル鋼管販売株式会社,補用,3936161,ﾃｽﾘﾖｺｻﾞﾝ,GW110-3203,GW110-3203,4,367.0,1468,39300.0,GW-10(ｻｷﾞｮｳﾀﾞｲｼｬ), 58948,52
20230207,20230207,528,ｾｲﾐﾂｽﾌﾟﾘﾝｸﾞ,株式会社精密スプリング製作所,補用,3641005,ｾﾋｸﾗｯﾁﾓﾄﾞｼﾊﾞﾈ,NC630-2205,NC630-2205,40,42.6,1704,36400.0,LAFD2(ﾅｲﾁ), 58106,51
20230207,20230207,528,ｾｲﾐﾂｽﾌﾟﾘﾝｸﾞ,株式会社精密スプリング製作所,補用,3141235,ｸﾗｯﾁﾊﾞﾈ VE10-3021,VE10-3021,VE10-3021,20,98.0,1960,31400.0,ｶｲﾃﾝ ﾊｼｭｷ, 58097,51
20230207,20230207,528,ｾｲﾐﾂｽﾌﾟﾘﾝｸﾞ,株式会社精密スプリング製作所,補用,3141235,ｸﾗｯﾁﾊﾞﾈ VE10-3021,VE10-3021,VE10-3021,30,98.0,2940,31400.0,ｶｲﾃﾝ ﾊｼｭｷ, 58096,51
20230207,20230207,528,ｾｲﾐﾂｽﾌﾟﾘﾝｸﾞ,株式会社精密スプリング製作所,補用,3060243,ﾌﾛｰﾄﾎｼﾞｮﾊﾞﾈ,RX4-25065,RX4-25065,10,40.0,400,30600.0,X-4, 58092,51
20230207,20230207,545,ﾆｼｵｶｺｳｻｸｼﾖ,有限会社西岡工作所,補用,3488069,ﾊﾈﾀﾞｼﾛｰﾗｰｱｰﾑ CP,VP2-34004-1+B,VP2-34004-1+B,10,17.46,175,34800.0,OP-4, 58164,51
20230207,20230207,583,ﾋﾞｾﾞﾝｵｰﾄ,株式会社ビゼンオート,補用,4035251,ﾖｱﾂﾆｶﾞｼCP,OC1-1126(2),OC1-1126(2),4,396.0,1584,40300.0,RC-20 ｼﾞｮｳﾖｳﾁｮｯﾊﾟｰｹｲﾖｳｷ, 58484,51
20230207,20230207,516,ｱｻﾉﾊｸﾞﾙﾏ,株式会社浅野歯車製作所,補用,4215295,ﾆｭｳﾘｮｸｷﾞﾔｰ24,RXE60-11202,RXE60-11202,2,512.0,1024,42100.0,RXD-6 ｳｴﾂｹﾌﾞ ｵｶﾔﾏ, 58060,51
20230207,20230207,516,ｱｻﾉﾊｸﾞﾙﾏ,株式会社浅野歯車製作所,補用,4215297,ｱｲﾄﾞﾙｷﾞﾔ24,RXE60-11204,RXE60-11204,10,957.0,9570,42100.0,RXD-6 ｳｴﾂｹﾌﾞ ｵｶﾔﾏ, 58062,51
20230207,20230207,547,ｶﾅﾒｺｳｷﾞﾖｳ,要工業株式会社,補用,1395266,ｱﾄｹｼﾄｳﾊﾞ,IDM4-7303-2(2),IDM4-7303-2(2),10,291.0,2910,13900.0,IDM-4, 58189,51
20230207,20230207,547,ｶﾅﾒｺｳｷﾞﾖｳ,要工業株式会社,補用,4035324,ｶｲﾃﾝﾊﾞｼﾞｸ,OC1-1103(2),OC1-1103(2),10,484.0,4840,40300.0,RC-20 ｼﾞｮｳﾖｳﾁｮｯﾊﾟｰｹｲﾖｳｷ, 58212,51
20230207,20230207,287,ｵｵｼﾏ,株式会社オオシマ,補用,3831038,ﾀｲﾔｼｬﾘﾝ(ﾐｷﾞ),WH-400-7PRA250R,WH-400-7PRA250R,12,4840.0,58080,38300.0,MY-601, 57986,51
20230207,20230207,287,ｵｵｼﾏ,株式会社オオシマ,補用,3831035,ﾀｲﾔｼｬﾘﾝ(ﾋﾀﾞﾘ),WH-400-7PRA250L,WH-400-7PRA250L,12,4840.0,58080,38300.0,MY-601, 57985,51
20230207,20230207,260,ｲﾉｳｴﾃﾞﾝｷ,有限会社井上電気工業所,補用,3930382,ﾕｱﾂﾎﾟﾝﾌﾟﾕﾆｯﾄAY,GW41-4101+A,GW41-4101+A,3,288.0,864,39300.0,GW-10(ｻｷﾞｮｳﾀﾞｲｼｬ), 57957,51
20230207,20230207,196,ｼｬﾘｮｳｷｷ,車輌機器株式会社,補用,3930475,ﾓｰﾀｰASSY,GW30-4101-1,GW30-4101-1,5,48400.0,242000,39300.0,GW-10(ｻｷﾞｮｳﾀﾞｲｼｬ), 51373,51
20230207,20230207,84,ﾄｳｼﾝｷﾝｿﾞｸ,東伸金属工業株式会社,補用,4230007,ｿﾄｼｬﾘﾝﾐｯｼｮﾝﾌﾀ,RXE60-13702+A,RXE60-13702+A,6,1092.0,6552,42300.0,RXEH-6ｸﾄﾞｳﾌﾞ (ｵｶﾔﾏ), 57486,51
20230207,20230207,84,ﾄｳｼﾝｷﾝｿﾞｸ,東伸金属工業株式会社,補用,4230006,ｿﾄｼｬﾘﾝﾐｯｼｮﾝﾎﾝﾀｲ,RXE60-13701,RXE60-13701,10,1609.0,16090,42300.0,RXEH-6ｸﾄﾞｳﾌﾞ (ｵｶﾔﾏ), 57485,51
20230207,20230207,56,ｻﾝﾜｾｲｷ,三和精機株式会社,補用,30223694,ﾍﾞﾔﾘﾝｸﾞ  BB6204DD,BB6204DD,BB6204DD,10,217.0,2170,30200.0,LTD3F, 57383,51
20230207,20230207,56,ｻﾝﾜｾｲｷ,三和精機株式会社,補用,34701402,ﾍﾞﾔﾘﾝｸﾞ  BB6007DD,BB6007DD,BB6007DD,8,348.0,2784,34700.0,OPR-4H(ｷﾖｳﾂｳ), 57397,51
20230207,20230207,56,ｻﾝﾜｾｲｷ,三和精機株式会社,補用,34701402,ﾍﾞﾔﾘﾝｸﾞ  BB6007DD,BB6007DD,BB6007DD,20,348.0,6960,34700.0,OPR-4H(ｷﾖｳﾂｳ), 57396,51
20230207,20230207,56,ｻﾝﾜｾｲｷ,三和精機株式会社,補用,30223072,ﾍﾞﾔﾘﾝｸﾞ  BB6205DD,BB6205DD,BB6205DD,30,252.0,7560,30200.0,LTD3F, 57380,51
20230207,20230207,56,ｻﾝﾜｾｲｷ,三和精機株式会社,補用,30223072,ﾍﾞﾔﾘﾝｸﾞ  BB6205DD,BB6205DD,BB6205DD,3,252.0,756,30200.0,LTD3F, 57379,51
20230207,20230207,56,ｻﾝﾜｾｲｷ,三和精機株式会社,補用,3022214,ｵｲﾙｹﾞｰｼﾞ 2007,OG2007,OG2007,5,98.0,490,30200.0,LTD3F, 57363,51
20230207,20230207,56,ｻﾝﾜｾｲｷ,三和精機株式会社,補用,3022214,ｵｲﾙｹﾞｰｼﾞ 2007,OG2007,OG2007,2,98.0,196,30200.0,LTD3F, 57362,51
20230207,20230207,56,ｻﾝﾜｾｲｷ,三和精機株式会社,補用,3022214,ｵｲﾙｹﾞｰｼﾞ 2007,OG2007,OG2007,3,98.0,294,30200.0,LTD3F, 57361,51
20230207,20230207,118,ﾆｼｺﾞｳﾘｼﾖｳﾃﾝ,株式会社西郡商店,補用,3022229,ﾛｯﾄｴﾝﾄﾞ LHSA8,NMB-LHSA8,NMB-LHSA8,50,510.0,25500,30200.0,LTD3F, 57498,51
20230207,20230207,118,ﾆｼｺﾞｳﾘｼﾖｳﾃﾝ,株式会社西郡商店,補用,3022229,ﾛｯﾄｴﾝﾄﾞ LHSA8,NMB-LHSA8,NMB-LHSA8,5,510.0,2550,30200.0,LTD3F, 57497,51
20230207,20230207,122,ﾐﾂﾎﾞｼﾍﾞﾙﾄ,三ツ星ベルト販賣株式会社,補用,3141057,ﾏﾙﾍﾞﾙﾄ (ﾎﾟﾘｳﾚﾀﾝ)6ﾊﾟｲ,LSPE4-3006(1),LSPE4-3006(1),60,281.0,16860,31400.0,ｶｲﾃﾝ ﾊｼｭｷ, 57515,51
20230207,20230207,122,ﾐﾂﾎﾞｼﾍﾞﾙﾄ,三ツ星ベルト販賣株式会社,補用,3141057,ﾏﾙﾍﾞﾙﾄ (ﾎﾟﾘｳﾚﾀﾝ)6ﾊﾟｲ,LSPE4-3006(1),LSPE4-3006(1),5,281.0,1405,31400.0,ｶｲﾃﾝ ﾊｼｭｷ, 57514,51
20230207,20230207,122,ﾐﾂﾎﾞｼﾍﾞﾙﾄ,三ツ星ベルト販賣株式会社,補用,3100027,ﾂﾁｵﾄｼﾌﾞﾗｼCP(3-5),MRX8-22608(2),MRX8-22608(2),80,640.0,51200,31000.0,MRX-8 ｷｮｳﾂｳ, 57509,51
20230207,20230207,122,ﾐﾂﾎﾞｼﾍﾞﾙﾄ,三ツ星ベルト販賣株式会社,補用,3100027,ﾂﾁｵﾄｼﾌﾞﾗｼCP(3-5),MRX8-22608(2),MRX8-22608(2),400,640.0,256000,31000.0,MRX-8 ｷｮｳﾂｳ, 57510,51
20230207,20230207,122,ﾐﾂﾎﾞｼﾍﾞﾙﾄ,三ツ星ベルト販賣株式会社,補用,3140379,*ｺﾃｲﾌﾞﾗｼCP(4-2),LSP-2105(1),LSP-2105(1),6,1540.0,9240,31400.0,ｶｲﾃﾝ ﾊｼｭｷ, 57512,51
20230207,20230207,122,ﾐﾂﾎﾞｼﾍﾞﾙﾄ,三ツ星ベルト販賣株式会社,補用,3140379,*ｺﾃｲﾌﾞﾗｼCP(4-2),LSP-2105(1),LSP-2105(1),5,1540.0,7700,31400.0,ｶｲﾃﾝ ﾊｼｭｷ, 57513,51
20230207,20230207,122,ﾐﾂﾎﾞｼﾍﾞﾙﾄ,三ツ星ベルト販賣株式会社,補用,4032184,ｶｷｱｹﾞﾌﾞﾗｼCP,OC1-1301(1)+A,OC1-1301(1)+A,30,1490.0,44700,40300.0,RC-20 ｼﾞｮｳﾖｳﾁｮｯﾊﾟｰｹｲﾖｳｷ, 57533,51
20230207,20230207,43,ｺﾊﾞﾔｼｷｺｳ,小林機工株式会社,補用,3440021,ｵｲﾙﾚｽ#80ﾌﾞﾂｼﾕ,80B-0610,MB-80B0610,200,30.0,6000,34400.0,LSPA-8, 57283,51
20230207,20230207,43,ｺﾊﾞﾔｼｷｺｳ,小林機工株式会社,補用,3032111,ｵｲﾙｼｰﾙ  TC28478,OSTC-28478,OSTC-28478,3,53.5,161,30300.0,LPRH-6, 57267,51
20230207,20230207,43,ｺﾊﾞﾔｼｷｺｳ,小林機工株式会社,補用,3022148,ｵｲﾙｼ-ﾙ TCFY 35526412,OSTCFY-35526412,OSTCFY-35526412,6,141.0,846,30200.0,LTD3F, 57259,51
20230207,20230207,43,ｺﾊﾞﾔｼｷｺｳ,小林機工株式会社,補用,3022148,ｵｲﾙｼ-ﾙ TCFY 35526412,OSTCFY-35526412,OSTCFY-35526412,6,141.0,846,30200.0,LTD3F, 57258,51
20230207,20230207,43,ｺﾊﾞﾔｼｷｺｳ,小林機工株式会社,補用,3022148,ｵｲﾙｼ-ﾙ TCFY 35526412,OSTCFY-35526412,OSTCFY-35526412,4,141.0,564,30200.0,LTD3F, 57257,51
20230207,20230207,43,ｺﾊﾞﾔｼｷｺｳ,小林機工株式会社,補用,3022148,ｵｲﾙｼ-ﾙ TCFY 35526412,OSTCFY-35526412,OSTCFY-35526412,4,141.0,564,30200.0,LTD3F, 57255,51
20230207,20230207,43,ｺﾊﾞﾔｼｷｺｳ,小林機工株式会社,補用,3022147,ｵｲﾙｼ-ﾙ TBFY 20329.5,OSTBFY-20329.5,OSTBFY-20329.5,50,102.0,5100,30200.0,LTD3F, 57254,51
20230207,20230207,43,ｺﾊﾞﾔｼｷｺｳ,小林機工株式会社,補用,3022000,Oﾘﾝｸﾞ P-5,ORP-5,ORP-5,500,2.5,1250,30200.0,LTD3F, 57219,51
20230207,20230207,43,ｺﾊﾞﾔｼｷｺｳ,小林機工株式会社,補用,3022148,ｵｲﾙｼ-ﾙ TCFY 35526412,OSTCFY-35526412,OSTCFY-35526412,4,141.0,564,30200.0,LTD3F, 57256,51
20230207,20230207,43,ｺﾊﾞﾔｼｷｺｳ,小林機工株式会社,補用,3022103,ｵｲﾙｼ-ﾙ TC 15257,OSTC-15257,OSTC-15257,10,38.0,380,30200.0,LTD3F, 57231,51
20230207,20230207,15,ｲｼﾊﾗﾊﾟﾂｷﾝｸﾞ,株式会社石原パッキング工業,補用,4032117,ﾍﾞﾍﾞﾙｹｰｽﾌﾀﾊﾟｯｷﾝ,OC1-1132,OC1-1132,10,60.0,600,40300.0,RC-20 ｼﾞｮｳﾖｳﾁｮｯﾊﾟｰｹｲﾖｳｷ, 57093,51
20230207,20230207,15,ｲｼﾊﾗﾊﾟﾂｷﾝｸﾞ,株式会社石原パッキング工業,補用,4032120,ﾐｷﾞｼﾀｺﾞﾑｶﾊﾞｰ,OC1-3125,OC1-3125,5,410.0,2050,40300.0,RC-20 ｼﾞｮｳﾖｳﾁｮｯﾊﾟｰｹｲﾖｳｷ, 57094,51
20230207,20230207,15,ｲｼﾊﾗﾊﾟﾂｷﾝｸﾞ,株式会社石原パッキング工業,補用,4032120,ﾐｷﾞｼﾀｺﾞﾑｶﾊﾞｰ,OC1-3125,OC1-3125,5,410.0,2050,40300.0,RC-20 ｼﾞｮｳﾖｳﾁｮｯﾊﾟｰｹｲﾖｳｷ, 57095,51
20230207,20230207,15,ｲｼﾊﾗﾊﾟﾂｷﾝｸﾞ,株式会社石原パッキング工業,補用,4032128,ｽｷﾏｳﾒｽﾎﾟﾝｼﾞ,OC1-3081,OC1-3081,10,350.0,3500,40300.0,RC-20 ｼﾞｮｳﾖｳﾁｮｯﾊﾟｰｹｲﾖｳｷ, 57096,51
20230207,20230207,15,ｲｼﾊﾗﾊﾟﾂｷﾝｸﾞ,株式会社石原パッキング工業,補用,4032178,ｶｲﾃﾝﾊﾞﾍﾞﾍﾞﾙｹｰｽﾊﾟｯｷﾝ,OC1-1129(1),OC1-1129(1),10,50.0,500,40300.0,RC-20 ｼﾞｮｳﾖｳﾁｮｯﾊﾟｰｹｲﾖｳｷ, 57097,51
20230207,20230207,15,ｲｼﾊﾗﾊﾟﾂｷﾝｸﾞ,株式会社石原パッキング工業,補用,4032179,ｶｲﾃﾝﾊﾞﾄﾞﾛﾖｹ,OC1-1124,OC1-1124,4,150.0,600,40300.0,RC-20 ｼﾞｮｳﾖｳﾁｮｯﾊﾟｰｹｲﾖｳｷ, 57098,51
20230207,20230207,15,ｲｼﾊﾗﾊﾟﾂｷﾝｸﾞ,株式会社石原パッキング工業,補用,4032186,ﾊﾈﾖｹｽﾎﾟﾝｼﾞ,OC1-1134,OC1-1134,10,80.0,800,40300.0,RC-20 ｼﾞｮｳﾖｳﾁｮｯﾊﾟｰｹｲﾖｳｷ, 57099,51
20230207,20230207,15,ｲｼﾊﾗﾊﾟﾂｷﾝｸﾞ,株式会社石原パッキング工業,補用,4032193,ｶﾊﾞｰﾊﾟｯｷﾝ,OC1-3018,OC1-3018,4,35.0,140,40300.0,RC-20 ｼﾞｮｳﾖｳﾁｮｯﾊﾟｰｹｲﾖｳｷ, 57100,51
20230207,20230207,15,ｲｼﾊﾗﾊﾟﾂｷﾝｸﾞ,株式会社石原パッキング工業,補用,4032195,ｳﾁｺﾞﾑｶﾊﾞｰﾐｷﾞ(19/10),OC1-3181(2)(19/10),OC1-3181(2),5,1900.0,9500,40300.0,RC-20 ｼﾞｮｳﾖｳﾁｮｯﾊﾟｰｹｲﾖｳｷ, 57101,51
20230207,20230207,15,ｲｼﾊﾗﾊﾟﾂｷﾝｸﾞ,株式会社石原パッキング工業,補用,4032195,ｳﾁｺﾞﾑｶﾊﾞｰﾐｷﾞ(19/10),OC1-3181(2)(19/10),OC1-3181(2),5,1900.0,9500,40300.0,RC-20 ｼﾞｮｳﾖｳﾁｮｯﾊﾟｰｹｲﾖｳｷ, 57102,51
20230207,20230207,15,ｲｼﾊﾗﾊﾟﾂｷﾝｸﾞ,株式会社石原パッキング工業,補用,3060102,ｺﾝﾍﾞｱｹｰｽﾌﾀ P/K,X4-2107,X4-2107,100,22.0,2200,30600.0,X-4, 57034,51
20230207,20230207,15,ｲｼﾊﾗﾊﾟﾂｷﾝｸﾞ,株式会社石原パッキング工業,補用,3060102,ｺﾝﾍﾞｱｹｰｽﾌﾀ P/K,X4-2107,X4-2107,10,22.0,220,30600.0,X-4, 57035,51
20230207,20230207,15,ｲｼﾊﾗﾊﾟﾂｷﾝｸﾞ,株式会社石原パッキング工業,補用,3060113,ｳｴﾌﾀP/K,RX6-21106,RX6-21106,12,4.4,53,30600.0,X-4, 57040,51
20230207,20230207,15,ｲｼﾊﾗﾊﾟﾂｷﾝｸﾞ,株式会社石原パッキング工業,補用,3060113,ｳｴﾌﾀP/K,RX6-21106,RX6-21106,10,4.4,44,30600.0,X-4, 57041,51
